4.999999E-14 7.51515E-07
1.500000E-13 2.25455E-06
2.339828E-13 3.51683E-06
3.178200E-13 4.77693E-06
4.171325E-13 6.26963E-06
5.282469E-13 7.93971E-06
6.484032E-13 9.7457E-06
7.515190E-13 1.12956E-05
8.515448E-13 1.2799E-05
9.257724E-13 1.39146E-05
9.628862E-13 1.44725E-05
1.000000E-12 1.50303E-05
1.050000E-12 1.50302E-05
1.100000E-12 1.503E-05
1.182289E-12 1.50298E-05
1.261580E-12 1.50296E-05
1.352015E-12 1.50294E-05
1.485748E-12 1.5029E-05
1.612694E-12 1.50287E-05
1.714034E-12 1.50284E-05
1.811819E-12 1.50282E-05
1.911826E-12 1.50279E-05
2.000000E-12 1.50277E-05
2.088871E-12 1.50311E-05
2.210306E-12 1.50358E-05
2.326605E-12 1.50402E-05
2.559204E-12 1.50491E-05
2.754169E-12 1.50566E-05
2.964018E-12 1.50646E-05
3.253100E-12 1.50727E-05
3.720374E-12 1.50849E-05
4.000000E-12 1.50923E-05
4.462689E-12 1.50861E-05
5.388066E-12 1.50762E-05
6.336051E-12 1.50716E-05
7.000000E-12 1.50709E-05
8.000000E-12 1.51258E-05
9.000000E-12 1.5125E-05
9.976424E-12 1.51293E-05
1.144259E-11 1.51441E-05
1.377106E-11 1.52077E-05
1.696397E-11 1.53164E-05
2.061207E-11 1.53964E-05
2.428874E-11 1.55445E-05
2.780875E-11 1.56856E-05
3.250609E-11 1.58832E-05
4.190077E-11 1.62845E-05
4.300000E-11 1.63789E-05
4.400000E-11 1.63772E-05
4.500000E-11 1.64913E-05
4.590223E-11 1.648E-05
4.600000E-11 1.64788E-05
4.619555E-11 1.64949E-05
4.658664E-11 1.65271E-05
4.736882E-11 1.65703E-05
4.828387E-11 1.6604E-05
4.939803E-11 1.66712E-05
5.088421E-11 1.67384E-05
5.332823E-11 1.68553E-05
5.801782E-11 1.70461E-05
6.100000E-11 1.71959E-05
6.200000E-11 1.71902E-05
6.381002E-11 1.72656E-05
6.558082E-11 1.73315E-05
6.746233E-11 1.73865E-05
7.100000E-11 1.74888E-05
7.200000E-11 1.7486E-05
7.300000E-11 1.75797E-05
7.400000E-11 1.75718E-05
7.489072E-11 1.76016E-05
7.500000E-11 1.76052E-05
7.521856E-11 1.7598E-05
7.565567E-11 1.75836E-05
7.600000E-11 1.75723E-05
7.668866E-11 1.75888E-05
7.747794E-11 1.75965E-05
7.800000E-11 1.75968E-05
7.904411E-11 1.75615E-05
7.926457E-11 1.73999E-05
7.967033E-11 1.71027E-05
8.002366E-11 1.68114E-05
8.014548E-11 1.65555E-05
8.029495E-11 1.62415E-05
8.057426E-11 1.56548E-05
8.102874E-11 1.46384E-05
8.110604E-11 1.431E-05
8.126064E-11 1.36532E-05
8.152196E-11 1.2543E-05
8.180628E-11 1.13351E-05
8.208191E-11 1.0242E-05
8.232102E-11 9.45337E-06
8.255534E-11 8.68057E-06
8.286717E-11 7.65214E-06
8.303562E-11 7.19133E-06
8.312180E-11 7.13628E-06
8.320798E-11 7.08123E-06
8.338034E-11 6.97114E-06
8.357746E-11 6.84523E-06
8.388962E-11 6.64583E-06
8.411326E-11 6.55799E-06
8.434510E-11 6.5225E-06
8.466811E-11 6.47305E-06
8.531411E-11 6.37775E-06
8.609940E-11 6.26961E-06
8.697729E-11 6.17263E-06
8.819845E-11 6.06365E-06
9.064075E-11 5.86769E-06
9.300000E-11 5.78634E-06
9.400000E-11 5.78728E-06
9.600000E-11 5.71302E-06
9.700000E-11 5.71069E-06
9.800000E-11 5.72922E-06
1.000000E-10 5.68375E-06
1.015050E-10 5.61025E-06
1.040000E-10 5.51765E-06
1.060000E-10 5.53513E-06
1.081041E-10 5.47206E-06
1.099326E-10 5.4416E-06
1.110000E-10 5.4019E-06
1.120000E-10 5.42298E-06
1.133558E-10 5.39526E-06
1.146406E-10 5.36294E-06
1.166976E-10 5.29019E-06
1.190000E-10 5.20318E-06
1.200000E-10 5.21679E-06
1.210000E-10 5.17001E-06
1.222920E-10 5.19704E-06
1.234345E-10 5.22106E-06
1.240000E-10 5.22107E-06
1.250000E-10 5.1846E-06
1.260000E-10 5.20134E-06
1.269857E-10 5.17992E-06
1.281684E-10 5.14411E-06
1.290000E-10 5.11115E-06
1.300000E-10 5.11353E-06
1.313272E-10 5.08014E-06
1.326765E-10 5.04075E-06
1.340000E-10 5.02967E-06
1.350000E-10 5.03001E-06
1.360000E-10 4.99131E-06
1.370000E-10 5.00205E-06
1.381482E-10 4.99267E-06
