time	I(I1)
3.881678628358756e-010	0.000000e+000
3.967392914073042e-010	0.000000e+000
4.053107199787327e-010	0.000000e+000
4.097392914073041e-010	0.000000e+000
4.141678628358755e-010	0.000000e+000
4.185964342644469e-010	0.000000e+000
4.230250056930183e-010	0.000000e+000
4.274535771215898e-010	0.000000e+000
4.318821485501612e-010	0.000000e+000
4.363107199787326e-010	0.000000e+000
4.455964342644468e-010	0.000000e+000
4.548821485501611e-010	0.000000e+000
4.641678628358754e-010	0.000000e+000
4.734535771215896e-010	0.000000e+000
4.827392914073039e-010	0.000000e+000
4.920250056930181e-010	0.000000e+000
5.013107199787324e-010	0.000000e+000
5.121678628358752e-010	0.000000e+000
5.230250056930180e-010	0.000000e+000
5.338821485501608e-010	0.000000e+000
5.447392914073036e-010	0.000000e+000
5.555964342644465e-010	0.000000e+000
5.664535771215893e-010	0.000000e+000
5.773107199787321e-010	0.000000e+000
5.795964342644464e-010	0.000000e+000
5.818821485501607e-010	0.000000e+000
5.841678628358749e-010	0.000000e+000
5.864535771215892e-010	0.000000e+000
5.887392914073035e-010	0.000000e+000
5.910250056930178e-010	0.000000e+000
5.933107199787320e-010	0.000000e+000
5.973107199787320e-010	0.000000e+000
6.013107199787320e-010	0.000000e+000
6.053107199787320e-010	0.000000e+000
6.093107199787320e-010	0.000000e+000
6.133107199787320e-010	0.000000e+000
6.173107199787320e-010	0.000000e+000
6.213107199787320e-010	0.000000e+000
6.254535771215891e-010	0.000000e+000
6.295964342644462e-010	0.000000e+000
6.337392914073033e-010	0.000000e+000
6.378821485501605e-010	0.000000e+000
6.420250056930176e-010	0.000000e+000
6.461678628358747e-010	0.000000e+000
6.503107199787319e-010	0.000000e+000
6.558821485501604e-010	0.000000e+000
6.614535771215890e-010	0.000000e+000
6.670250056930175e-010	0.000000e+000
6.725964342644461e-010	0.000000e+000
6.781678628358746e-010	0.000000e+000
6.837392914073032e-010	0.000000e+000
6.893107199787317e-010	0.000000e+000
6.937392914073031e-010	0.000000e+000
6.981678628358745e-010	0.000000e+000
7.025964342644460e-010	0.000000e+000
7.070250056930174e-010	0.000000e+000
7.114535771215888e-010	0.000000e+000
7.158821485501602e-010	0.000000e+000
7.203107199787316e-010	0.000000e+000
7.264535771215887e-010	0.000000e+000
7.325964342644459e-010	0.000000e+000
7.387392914073030e-010	0.000000e+000
7.448821485501601e-010	0.000000e+000
7.510250056930172e-010	0.000000e+000
7.571678628358743e-010	0.000000e+000
7.633107199787315e-010	0.000000e+000
7.687392914073029e-010	0.000000e+000
7.741678628358743e-010	0.000000e+000
7.795964342644457e-010	0.000000e+000
7.850250056930171e-010	0.000000e+000
7.904535771215885e-010	0.000000e+000
7.958821485501599e-010	0.000000e+000
8.013107199787313e-010	0.000000e+000
8.084535771215884e-010	0.000000e+000
8.155964342644456e-010	0.000000e+000
8.227392914073027e-010	0.000000e+000
8.298821485501598e-010	0.000000e+000
8.370250056930169e-010	0.000000e+000
8.441678628358740e-010	0.000000e+000
8.513107199787312e-010	0.000000e+000
8.585964342644454e-010	0.000000e+000
8.658821485501597e-010	0.000000e+000
8.731678628358739e-010	0.000000e+000
8.804535771215882e-010	0.000000e+000
8.877392914073025e-010	0.000000e+000
8.950250056930167e-010	0.000000e+000
9.023107199787310e-010	0.000000e+000
9.078821485501596e-010	0.000000e+000
9.134535771215884e-010	0.000000e+000
9.190250056930171e-010	0.000000e+000
9.245964342644457e-010	0.000000e+000
9.301678628358745e-010	0.000000e+000
9.357392914073031e-010	0.000000e+000
9.413107199787318e-010	0.000000e+000
9.474535771215896e-010	0.000000e+000
9.535964342644473e-010	0.000000e+000
9.597392914073051e-010	0.000000e+000
9.658821485501627e-010	0.000000e+000
9.720250056930206e-010	0.000000e+000
9.781678628358784e-010	0.000000e+000
9.843107199787361e-010	0.000000e+000
1.000000000000000e-009	0.000000e+000
1.000100000000000e-009	2.000000e-006
1.000300000000000e-009	6.000000e-006
1.000600000000000e-009	1.200000e-005
1.001000000000000e-009	2.000000e-005
1.001120000000000e-009	2.000000e-005
1.001280000000000e-009	2.000000e-005
1.001600000000000e-009	2.000000e-005
1.002240000000000e-009	2.000000e-005
1.003240000000000e-009	2.000000e-005
1.004240000000000e-009	2.000000e-005
1.005240000000000e-009	2.000000e-005
1.006240000000000e-009	2.000000e-005
1.007240000000000e-009	2.000000e-005
1.008240000000000e-009	2.000000e-005
1.009240000000000e-009	2.000000e-005
1.010000000000000e-009	2.000000e-005
1.011000000000000e-009	2.000000e-005
1.011300000000000e-009	1.400000e-005
1.011600000000000e-009	8.000000e-006
1.012000000000000e-009	0.000000e+000
1.012280000000000e-009	0.000000e+000
1.012600000000000e-009	0.000000e+000
1.013240000000000e-009	0.000000e+000
1.014240000000000e-009	0.000000e+000
1.015240000000000e-009	0.000000e+000
1.016240000000000e-009	0.000000e+000
1.017240000000001e-009	0.000000e+000
1.018240000000001e-009	0.000000e+000
1.019240000000001e-009	0.000000e+000
1.020240000000001e-009	0.000000e+000
1.021240000000001e-009	0.000000e+000
1.022240000000001e-009	0.000000e+000
1.023240000000001e-009	0.000000e+000
1.024240000000001e-009	0.000000e+000
1.025240000000001e-009	0.000000e+000
1.026240000000001e-009	0.000000e+000
1.027240000000002e-009	0.000000e+000
1.028240000000002e-009	0.000000e+000
1.029240000000002e-009	0.000000e+000
1.030240000000002e-009	0.000000e+000
1.031240000000002e-009	0.000000e+000
1.032240000000002e-009	0.000000e+000
1.033240000000002e-009	0.000000e+000
1.034240000000002e-009	0.000000e+000
1.035240000000002e-009	0.000000e+000
1.036240000000002e-009	0.000000e+000
1.037240000000003e-009	0.000000e+000
1.038240000000003e-009	0.000000e+000
1.039240000000003e-009	0.000000e+000
1.040240000000003e-009	0.000000e+000
1.041240000000003e-009	0.000000e+000
1.042240000000003e-009	0.000000e+000
1.043240000000003e-009	0.000000e+000
1.044240000000003e-009	0.000000e+000
1.045240000000003e-009	0.000000e+000
1.046240000000003e-009	0.000000e+000
1.047240000000004e-009	0.000000e+000
1.048240000000004e-009	0.000000e+000
1.049240000000004e-009	0.000000e+000
1.050240000000004e-009	0.000000e+000
1.051240000000004e-009	0.000000e+000
1.052240000000004e-009	0.000000e+000
1.053240000000004e-009	0.000000e+000
1.054240000000004e-009	0.000000e+000
1.055240000000004e-009	0.000000e+000
1.056240000000004e-009	0.000000e+000
1.057240000000005e-009	0.000000e+000
1.058240000000005e-009	0.000000e+000
1.059240000000005e-009	0.000000e+000
1.060240000000005e-009	0.000000e+000
1.061240000000005e-009	0.000000e+000
1.062240000000005e-009	0.000000e+000
1.063240000000005e-009	0.000000e+000
1.064240000000005e-009	0.000000e+000
1.065240000000005e-009	0.000000e+000
1.066240000000005e-009	0.000000e+000
1.067240000000006e-009	0.000000e+000
1.068240000000006e-009	0.000000e+000
1.069240000000006e-009	0.000000e+000
1.070240000000006e-009	0.000000e+000
1.071240000000006e-009	0.000000e+000
1.072240000000006e-009	0.000000e+000
1.073240000000006e-009	0.000000e+000
1.074240000000006e-009	0.000000e+000
1.075240000000006e-009	0.000000e+000
1.076240000000006e-009	0.000000e+000
1.077240000000007e-009	0.000000e+000
1.078240000000007e-009	0.000000e+000
1.079240000000007e-009	0.000000e+000
1.080240000000007e-009	0.000000e+000
1.081240000000007e-009	0.000000e+000
1.082240000000007e-009	0.000000e+000
1.083240000000007e-009	0.000000e+000
1.084240000000007e-009	0.000000e+000
1.085240000000007e-009	0.000000e+000
1.086240000000007e-009	0.000000e+000
1.087240000000008e-009	0.000000e+000
1.088240000000008e-009	0.000000e+000
1.089240000000008e-009	0.000000e+000
1.090240000000008e-009	0.000000e+000
1.091240000000008e-009	0.000000e+000
1.092240000000008e-009	0.000000e+000
1.093240000000008e-009	0.000000e+000
1.094240000000008e-009	0.000000e+000
1.095240000000008e-009	0.000000e+000
1.096240000000008e-009	0.000000e+000
1.097240000000009e-009	0.000000e+000
1.098240000000009e-009	0.000000e+000
1.099240000000009e-009	0.000000e+000
1.100240000000009e-009	0.000000e+000
1.101240000000009e-009	0.000000e+000
1.102240000000009e-009	0.000000e+000
1.103240000000009e-009	0.000000e+000
1.104240000000009e-009	0.000000e+000
1.105240000000009e-009	0.000000e+000
1.106240000000009e-009	0.000000e+000
1.107240000000010e-009	0.000000e+000
1.108240000000010e-009	0.000000e+000
1.109240000000010e-009	0.000000e+000
1.110240000000010e-009	0.000000e+000
1.111240000000010e-009	0.000000e+000
1.112240000000010e-009	0.000000e+000
1.113240000000010e-009	0.000000e+000
1.114240000000010e-009	0.000000e+000
1.115240000000010e-009	0.000000e+000
1.116240000000010e-009	0.000000e+000
1.117240000000011e-009	0.000000e+000
1.118240000000011e-009	0.000000e+000
1.119240000000011e-009	0.000000e+000
1.120240000000011e-009	0.000000e+000
1.121240000000011e-009	0.000000e+000
1.122240000000011e-009	0.000000e+000
1.123240000000011e-009	0.000000e+000
1.124240000000011e-009	0.000000e+000
1.125240000000011e-009	0.000000e+000
1.126240000000011e-009	0.000000e+000
1.127240000000012e-009	0.000000e+000
1.128240000000012e-009	0.000000e+000
1.129240000000012e-009	0.000000e+000
1.130240000000012e-009	0.000000e+000
1.131240000000012e-009	0.000000e+000
1.132240000000012e-009	0.000000e+000
1.133240000000012e-009	0.000000e+000
1.134240000000012e-009	0.000000e+000
1.135240000000012e-009	0.000000e+000
1.136240000000012e-009	0.000000e+000
1.137240000000013e-009	0.000000e+000
1.138240000000013e-009	0.000000e+000
1.140240000000013e-009	0.000000e+000
1.142240000000013e-009	0.000000e+000
1.144240000000013e-009	0.000000e+000
1.146240000000013e-009	0.000000e+000
1.148240000000014e-009	0.000000e+000
1.150000000000000e-009	0.000000e+000
1.151000000000000e-009	0.000000e+000
1.151300000000000e-009	0.000000e+000
1.151600000000000e-009	0.000000e+000
1.152000000000000e-009	0.000000e+000
1.152040000000000e-009	0.000000e+000
1.152120000000000e-009	0.000000e+000
1.152280000000000e-009	0.000000e+000
1.152600000000000e-009	0.000000e+000
1.153240000000000e-009	0.000000e+000
1.154240000000000e-009	0.000000e+000
1.155240000000000e-009	0.000000e+000
1.158240000000001e-009	0.000000e+000
1.160240000000001e-009	0.000000e+000
1.162240000000001e-009	0.000000e+000
1.164240000000001e-009	0.000000e+000
1.167240000000002e-009	0.000000e+000
1.170240000000002e-009	0.000000e+000
1.173240000000002e-009	0.000000e+000
1.175240000000002e-009	0.000000e+000
1.176240000000003e-009	0.000000e+000
1.177240000000003e-009	0.000000e+000
1.178240000000003e-009	0.000000e+000
1.179240000000003e-009	0.000000e+000
1.180240000000003e-009	0.000000e+000
1.181240000000003e-009	0.000000e+000
1.182240000000003e-009	0.000000e+000
1.183240000000003e-009	0.000000e+000
1.184240000000003e-009	0.000000e+000
1.186240000000004e-009	0.000000e+000
1.187240000000004e-009	0.000000e+000
1.188240000000004e-009	0.000000e+000
1.189240000000004e-009	0.000000e+000
1.191240000000004e-009	0.000000e+000
1.192240000000004e-009	0.000000e+000
1.193240000000004e-009	0.000000e+000
1.194240000000004e-009	0.000000e+000
1.195240000000004e-009	0.000000e+000
1.196240000000005e-009	0.000000e+000
1.198240000000005e-009	0.000000e+000
1.203240000000005e-009	0.000000e+000
1.204240000000005e-009	0.000000e+000
1.205240000000005e-009	0.000000e+000
1.206240000000006e-009	0.000000e+000
1.207240000000006e-009	0.000000e+000
1.208240000000006e-009	0.000000e+000
1.209240000000006e-009	0.000000e+000
1.210240000000006e-009	0.000000e+000
1.211240000000006e-009	0.000000e+000
1.212240000000006e-009	0.000000e+000
1.213240000000006e-009	0.000000e+000
1.214240000000006e-009	0.000000e+000
1.215240000000006e-009	0.000000e+000
1.216240000000007e-009	0.000000e+000
1.217240000000007e-009	0.000000e+000
1.218240000000007e-009	0.000000e+000
1.219240000000007e-009	0.000000e+000
1.220240000000007e-009	0.000000e+000
1.221240000000007e-009	0.000000e+000
1.222240000000007e-009	0.000000e+000
1.223240000000007e-009	0.000000e+000
1.224240000000007e-009	0.000000e+000
1.225240000000007e-009	0.000000e+000
1.226240000000008e-009	0.000000e+000
1.227240000000008e-009	0.000000e+000
1.228240000000008e-009	0.000000e+000
1.229240000000008e-009	0.000000e+000
1.230240000000008e-009	0.000000e+000
1.231240000000008e-009	0.000000e+000
1.232240000000008e-009	0.000000e+000
1.235240000000008e-009	0.000000e+000
1.236240000000009e-009	0.000000e+000
1.237240000000009e-009	0.000000e+000
1.239240000000009e-009	0.000000e+000
1.241240000000009e-009	0.000000e+000
1.242240000000009e-009	0.000000e+000
1.243240000000009e-009	0.000000e+000
1.244240000000009e-009	0.000000e+000
1.245240000000009e-009	0.000000e+000
1.247240000000010e-009	0.000000e+000
1.249240000000010e-009	0.000000e+000
1.252240000000010e-009	0.000000e+000
1.254240000000010e-009	0.000000e+000
1.257240000000011e-009	0.000000e+000
1.258240000000011e-009	0.000000e+000
1.259240000000011e-009	0.000000e+000
1.260240000000011e-009	0.000000e+000
1.261240000000011e-009	0.000000e+000
1.262240000000011e-009	0.000000e+000
1.264240000000011e-009	0.000000e+000
1.267240000000012e-009	0.000000e+000
1.268240000000012e-009	0.000000e+000
1.269240000000012e-009	0.000000e+000
1.270240000000012e-009	0.000000e+000
1.271240000000012e-009	0.000000e+000
1.272240000000012e-009	0.000000e+000
1.273240000000012e-009	0.000000e+000
1.274240000000012e-009	0.000000e+000
1.275240000000012e-009	0.000000e+000
1.276240000000013e-009	0.000000e+000
1.277240000000013e-009	0.000000e+000
1.278240000000013e-009	0.000000e+000
1.280240000000013e-009	0.000000e+000
1.281240000000013e-009	0.000000e+000
1.282240000000013e-009	0.000000e+000
1.283240000000013e-009	0.000000e+000
1.284240000000013e-009	0.000000e+000
1.286240000000014e-009	0.000000e+000
1.287240000000014e-009	0.000000e+000
1.288240000000014e-009	0.000000e+000
1.289240000000014e-009	0.000000e+000
1.290240000000014e-009	0.000000e+000
1.293240000000014e-009	0.000000e+000
1.294240000000014e-009	0.000000e+000
1.295240000000014e-009	0.000000e+000
1.296240000000015e-009	0.000000e+000
1.297240000000015e-009	0.000000e+000
1.298240000000015e-009	0.000000e+000
1.300240000000015e-009	0.000000e+000
1.302240000000015e-009	0.000000e+000
1.303240000000015e-009	0.000000e+000
1.305240000000015e-009	0.000000e+000
1.306240000000016e-009	0.000000e+000
1.307240000000016e-009	0.000000e+000
1.308240000000016e-009	0.000000e+000
1.310240000000016e-009	0.000000e+000
1.312240000000016e-009	0.000000e+000
1.314240000000016e-009	0.000000e+000
1.317240000000017e-009	0.000000e+000
1.320240000000017e-009	0.000000e+000
1.321240000000017e-009	0.000000e+000
1.322240000000017e-009	0.000000e+000
1.323240000000017e-009	0.000000e+000
1.324240000000017e-009	0.000000e+000
1.325240000000017e-009	0.000000e+000
1.326240000000018e-009	0.000000e+000
1.327240000000018e-009	0.000000e+000
1.328240000000018e-009	0.000000e+000
1.330240000000018e-009	0.000000e+000
1.331240000000018e-009	0.000000e+000
1.332240000000018e-009	0.000000e+000
1.333240000000018e-009	0.000000e+000
1.334240000000018e-009	0.000000e+000
1.335240000000018e-009	0.000000e+000
1.336240000000019e-009	0.000000e+000
1.337240000000019e-009	0.000000e+000
1.339240000000019e-009	0.000000e+000
1.340240000000019e-009	0.000000e+000
1.341240000000019e-009	0.000000e+000
1.342240000000019e-009	0.000000e+000
1.343240000000019e-009	0.000000e+000
1.344240000000019e-009	0.000000e+000
1.345240000000019e-009	0.000000e+000
1.346240000000020e-009	0.000000e+000
1.347240000000020e-009	0.000000e+000
1.348240000000020e-009	0.000000e+000
1.349240000000020e-009	0.000000e+000
1.351240000000020e-009	0.000000e+000
1.353240000000020e-009	0.000000e+000
1.354240000000020e-009	0.000000e+000
1.355240000000020e-009	0.000000e+000
1.357240000000021e-009	0.000000e+000
1.359240000000021e-009	0.000000e+000
1.360240000000021e-009	0.000000e+000
1.361240000000021e-009	0.000000e+000
1.362240000000021e-009	0.000000e+000
1.363240000000021e-009	0.000000e+000
1.364240000000021e-009	0.000000e+000
1.365240000000021e-009	0.000000e+000
1.367240000000022e-009	0.000000e+000
1.368240000000022e-009	0.000000e+000
1.369240000000022e-009	0.000000e+000
1.370240000000022e-009	0.000000e+000
1.371240000000022e-009	0.000000e+000
1.372240000000022e-009	0.000000e+000
1.374240000000022e-009	0.000000e+000
1.375240000000022e-009	0.000000e+000
1.377240000000023e-009	0.000000e+000
1.380240000000023e-009	0.000000e+000
1.382240000000023e-009	0.000000e+000
1.384240000000023e-009	0.000000e+000
1.386240000000024e-009	0.000000e+000
1.388240000000024e-009	0.000000e+000
1.390240000000024e-009	0.000000e+000
1.391240000000024e-009	0.000000e+000
1.392240000000024e-009	0.000000e+000
1.393240000000024e-009	0.000000e+000
1.394240000000024e-009	0.000000e+000
1.395240000000024e-009	0.000000e+000
1.396240000000025e-009	0.000000e+000
1.398240000000025e-009	0.000000e+000
1.399240000000025e-009	0.000000e+000
1.400240000000025e-009	0.000000e+000
1.403240000000025e-009	0.000000e+000
1.406240000000026e-009	0.000000e+000
1.407240000000026e-009	0.000000e+000
1.410240000000026e-009	0.000000e+000
1.411240000000026e-009	0.000000e+000
1.412240000000026e-009	0.000000e+000
1.413240000000026e-009	0.000000e+000
1.414240000000026e-009	0.000000e+000
1.415240000000026e-009	0.000000e+000
1.416240000000027e-009	0.000000e+000
1.418240000000027e-009	0.000000e+000
1.420240000000027e-009	0.000000e+000
1.422240000000027e-009	0.000000e+000
1.423240000000027e-009	0.000000e+000
1.424240000000027e-009	0.000000e+000
1.425240000000027e-009	0.000000e+000
1.426240000000028e-009	0.000000e+000
1.427240000000028e-009	0.000000e+000
1.428240000000028e-009	0.000000e+000
1.429240000000028e-009	0.000000e+000
1.430240000000028e-009	0.000000e+000
1.431240000000028e-009	0.000000e+000
1.432240000000028e-009	0.000000e+000
1.434240000000028e-009	0.000000e+000
1.437240000000029e-009	0.000000e+000
1.440240000000029e-009	0.000000e+000
1.441382857142886e-009	0.000000e+000
1.442525714285743e-009	0.000000e+000
1.443668571428601e-009	0.000000e+000
1.444811428571458e-009	0.000000e+000
1.445954285714315e-009	0.000000e+000
1.447097142857172e-009	0.000000e+000
1.448240000000030e-009	0.000000e+000
1.449240000000030e-009	0.000000e+000
1.450240000000030e-009	0.000000e+000
1.451240000000030e-009	0.000000e+000
1.452240000000030e-009	0.000000e+000
1.453240000000030e-009	0.000000e+000
1.454240000000030e-009	0.000000e+000
1.455240000000030e-009	0.000000e+000
1.458240000000031e-009	0.000000e+000
1.461240000000031e-009	0.000000e+000
1.462240000000031e-009	0.000000e+000
1.464240000000031e-009	0.000000e+000
1.465097142857174e-009	0.000000e+000
1.465954285714317e-009	0.000000e+000
1.466811428571460e-009	0.000000e+000
1.467668571428603e-009	0.000000e+000
1.468525714285746e-009	0.000000e+000
1.469382857142889e-009	0.000000e+000
1.470240000000032e-009	0.000000e+000
1.472240000000032e-009	0.000000e+000
1.473240000000032e-009	0.000000e+000
1.475240000000032e-009	0.000000e+000
1.478240000000033e-009	0.000000e+000
1.479240000000033e-009	0.000000e+000
1.480240000000033e-009	0.000000e+000
1.481240000000033e-009	0.000000e+000
1.482240000000033e-009	0.000000e+000
1.483240000000033e-009	0.000000e+000
1.484240000000033e-009	0.000000e+000
1.485240000000033e-009	0.000000e+000
1.486240000000034e-009	0.000000e+000
1.487240000000034e-009	0.000000e+000
1.488240000000034e-009	0.000000e+000
1.490240000000034e-009	0.000000e+000
1.493240000000034e-009	0.000000e+000
1.494240000000034e-009	0.000000e+000
1.495240000000034e-009	0.000000e+000
1.496240000000035e-009	0.000000e+000
1.498240000000035e-009	0.000000e+000
1.499240000000035e-009	0.000000e+000
1.500240000000035e-009	0.000000e+000
1.501240000000035e-009	0.000000e+000
1.502240000000035e-009	0.000000e+000
1.503240000000035e-009	0.000000e+000
1.505240000000035e-009	0.000000e+000
1.507240000000036e-009	0.000000e+000
1.509240000000036e-009	0.000000e+000
1.510240000000036e-009	0.000000e+000
1.512240000000036e-009	0.000000e+000
1.513240000000036e-009	0.000000e+000
1.514240000000036e-009	0.000000e+000
1.515240000000036e-009	0.000000e+000
1.516240000000037e-009	0.000000e+000
1.517240000000037e-009	0.000000e+000
1.518240000000037e-009	0.000000e+000
1.521240000000037e-009	0.000000e+000
1.524240000000037e-009	0.000000e+000
1.526240000000038e-009	0.000000e+000
1.528240000000038e-009	0.000000e+000
1.531240000000038e-009	0.000000e+000
1.532382857142895e-009	0.000000e+000
1.533525714285753e-009	0.000000e+000
1.534668571428610e-009	0.000000e+000
1.535811428571467e-009	0.000000e+000
1.536954285714324e-009	0.000000e+000
1.538097142857182e-009	0.000000e+000
1.539240000000039e-009	0.000000e+000
1.541240000000039e-009	0.000000e+000
1.542240000000039e-009	0.000000e+000
1.543240000000039e-009	0.000000e+000
1.544240000000039e-009	0.000000e+000
1.546240000000040e-009	0.000000e+000
1.547240000000040e-009	0.000000e+000
1.550240000000040e-009	0.000000e+000
1.551382857142897e-009	0.000000e+000
1.552525714285754e-009	0.000000e+000
1.553668571428612e-009	0.000000e+000
1.554811428571469e-009	0.000000e+000
1.555954285714326e-009	0.000000e+000
1.557097142857183e-009	0.000000e+000
1.558240000000041e-009	0.000000e+000
1.559097142857184e-009	0.000000e+000
1.559954285714327e-009	0.000000e+000
1.560811428571470e-009	0.000000e+000
1.561668571428613e-009	0.000000e+000
1.562525714285755e-009	0.000000e+000
1.563382857142899e-009	0.000000e+000
1.564240000000041e-009	0.000000e+000
1.566240000000042e-009	0.000000e+000
1.568240000000042e-009	0.000000e+000
1.571240000000042e-009	0.000000e+000
1.572240000000042e-009	0.000000e+000
1.573240000000042e-009	0.000000e+000
1.574240000000042e-009	0.000000e+000
1.575240000000042e-009	0.000000e+000
1.576240000000043e-009	0.000000e+000
1.577240000000043e-009	0.000000e+000
1.578240000000043e-009	0.000000e+000
1.583240000000043e-009	0.000000e+000
1.584240000000043e-009	0.000000e+000
1.585240000000043e-009	0.000000e+000
1.587240000000044e-009	0.000000e+000
1.588240000000044e-009	0.000000e+000
1.589240000000044e-009	0.000000e+000
1.590240000000044e-009	0.000000e+000
1.591240000000044e-009	0.000000e+000
1.592240000000044e-009	0.000000e+000
1.593240000000044e-009	0.000000e+000
1.594240000000044e-009	0.000000e+000
1.595382857142902e-009	0.000000e+000
1.596525714285759e-009	0.000000e+000
1.597668571428616e-009	0.000000e+000
1.598811428571473e-009	0.000000e+000
1.599954285714331e-009	0.000000e+000
1.601097142857188e-009	0.000000e+000
1.602240000000045e-009	0.000000e+000
1.604240000000045e-009	0.000000e+000
1.606240000000046e-009	0.000000e+000
1.608240000000046e-009	0.000000e+000
1.610240000000046e-009	0.000000e+000
1.612240000000046e-009	0.000000e+000
1.614240000000046e-009	0.000000e+000
1.617240000000047e-009	0.000000e+000
1.618668571428618e-009	0.000000e+000
1.620097142857190e-009	0.000000e+000
1.621525714285761e-009	0.000000e+000
1.622954285714333e-009	0.000000e+000
1.624382857142905e-009	0.000000e+000
1.625811428571476e-009	0.000000e+000
1.627240000000048e-009	0.000000e+000
1.632240000000048e-009	0.000000e+000
1.634240000000048e-009	0.000000e+000
1.635240000000048e-009	0.000000e+000
1.636240000000049e-009	0.000000e+000
1.639240000000049e-009	0.000000e+000
1.641240000000049e-009	0.000000e+000
1.642382857142906e-009	0.000000e+000
1.643525714285764e-009	0.000000e+000
1.644668571428621e-009	0.000000e+000
1.645811428571478e-009	0.000000e+000
1.646954285714335e-009	0.000000e+000
1.648097142857193e-009	0.000000e+000
1.649240000000050e-009	0.000000e+000
1.651240000000050e-009	0.000000e+000
1.653240000000050e-009	0.000000e+000
1.655240000000050e-009	0.000000e+000
1.657240000000051e-009	0.000000e+000
1.657954285714336e-009	0.000000e+000
1.658668571428622e-009	0.000000e+000
1.659382857142908e-009	0.000000e+000
1.660097142857194e-009	0.000000e+000
1.660811428571480e-009	0.000000e+000
1.661525714285765e-009	0.000000e+000
1.662240000000051e-009	0.000000e+000
1.664240000000051e-009	0.000000e+000
1.666240000000052e-009	0.000000e+000
1.669240000000052e-009	0.000000e+000
1.672240000000052e-009	0.000000e+000
1.673240000000052e-009	0.000000e+000
1.674240000000052e-009	0.000000e+000
1.675240000000052e-009	0.000000e+000
1.676240000000053e-009	0.000000e+000
1.677240000000053e-009	0.000000e+000
1.678240000000053e-009	0.000000e+000
1.679240000000053e-009	0.000000e+000
1.682240000000053e-009	0.000000e+000
1.683668571428625e-009	0.000000e+000
1.685097142857196e-009	0.000000e+000
1.686525714285768e-009	0.000000e+000
1.687954285714339e-009	0.000000e+000
1.689382857142911e-009	0.000000e+000
1.690811428571483e-009	0.000000e+000
1.692240000000054e-009	0.000000e+000
1.694240000000054e-009	0.000000e+000
1.696240000000055e-009	0.000000e+000
1.699240000000055e-009	0.000000e+000
1.702240000000055e-009	0.000000e+000
