4.980498786997577e-008	0.000000e+000
4.986995999999268e-008	0.000000e+000
5.000000000000000e-008	0.000000e+000
5.000100000000000e-008	-2.803133e-009
5.010100000000000e-008	-3.299629e-007
5.010200000000000e-008	-3.307808e-007
5.043124000000038e-008	-2.969814e-007
5.145524000000154e-008	-2.111462e-007
5.247924000000270e-008	-1.501506e-007
5.350324000000386e-008	-1.066799e-007
5.452724000000502e-008	-7.585764e-008
5.555124000000618e-008	-5.392052e-008
5.657524000000734e-008	-3.833988e-008
5.759924000000851e-008	-2.723426e-008
5.862324000000967e-008	-1.936261e-008
5.964724000001083e-008	-1.376232e-008
6.067124000001199e-008	-9.791262e-009
6.169524000001315e-008	-6.965220e-009
6.271924000001431e-008	-4.956041e-009
6.374324000001547e-008	-3.525580e-009
6.476724000001663e-008	-2.508435e-009
6.579124000001780e-008	-1.778848e-009
6.681524000001896e-008	-1.270165e-009
6.783924000002012e-008	-9.076695e-010
6.886324000002128e-008	-6.478245e-010
6.988724000002244e-008	-4.601785e-010
7.091124000002360e-008	-3.256706e-010
7.193524000002476e-008	-2.398091e-010
7.295924000002592e-008	-1.637872e-010
7.398324000002708e-008	-1.263026e-010
7.500724000002825e-008	-8.881801e-011
7.603124000002941e-008	-6.293824e-011
7.705524000003057e-008	-5.144417e-011
7.807924000003173e-008	-3.995009e-011
7.910324000003289e-008	-2.845601e-011
8.012724000003405e-008	-1.696193e-011
8.115124000003521e-008	-1.172089e-011
8.217524000003637e-008	-9.240346e-012
8.319924000003753e-008	-6.759805e-012
8.422324000003870e-008	-4.279263e-012
8.524724000003986e-008	-1.798720e-012
8.627124000004102e-008	0.000000e+000
8.729524000004218e-008	0.000000e+000
8.831924000004334e-008	0.000000e+000
8.934324000004450e-008	0.000000e+000
9.036724000004566e-008	0.000000e+000
9.139124000004682e-008	0.000000e+000
9.241524000004798e-008	0.000000e+000
9.343924000004915e-008	0.000000e+000
9.446324000005031e-008	0.000000e+000
9.548724000005147e-008	0.000000e+000
9.651124000005263e-008	0.000000e+000
9.753524000005379e-008	0.000000e+000
9.855924000005495e-008	0.000000e+000
9.958324000005611e-008	0.000000e+000
9.999899999999999e-008	0.000000e+000
1.000000000000000e-007	0.000000e+000
