time	V(n004)
1.660811428571480e-009	-8.234547e-005
1.661525714285765e-009	-8.208859e-005
1.662240000000051e-009	-8.183011e-005
1.664240000000051e-009	-8.109835e-005
1.666240000000052e-009	-8.035491e-005
1.669240000000052e-009	-7.921865e-005
1.672240000000052e-009	-7.805821e-005
1.673240000000052e-009	-7.766613e-005
1.674240000000052e-009	-7.727165e-005
1.675240000000052e-009	-7.687479e-005
1.676240000000053e-009	-7.647554e-005
1.677240000000053e-009	-7.607391e-005
1.678240000000053e-009	-7.566988e-005
1.679240000000053e-009	-7.526347e-005
1.682240000000053e-009	-7.403138e-005
1.683668571428625e-009	-7.343766e-005
1.685097142857196e-009	-7.284010e-005
1.686525714285768e-009	-7.223872e-005
1.687954285714339e-009	-7.163351e-005
1.689382857142911e-009	-7.102447e-005
1.690811428571483e-009	-7.041160e-005
1.692240000000054e-009	-6.979491e-005
1.694240000000054e-009	-6.892632e-005
1.696240000000055e-009	-6.805142e-005
1.699240000000055e-009	-6.672799e-005
1.702240000000055e-009	-6.539225e-005
1.703954285714341e-009	-6.462338e-005
1.705668571428627e-009	-6.385155e-005
1.707382857142913e-009	-6.307676e-005
1.709097142857199e-009	-6.229901e-005
1.710811428571485e-009	-6.151830e-005
1.712525714285770e-009	-6.073463e-005
1.714240000000056e-009	-5.994800e-005
1.715382857142914e-009	-5.942250e-005
1.716525714285771e-009	-5.889618e-005
1.717668571428628e-009	-5.836904e-005
1.718811428571485e-009	-5.784108e-005
1.719954285714343e-009	-5.731231e-005
1.721097142857200e-009	-5.678272e-005
1.722240000000057e-009	-5.625231e-005
1.724240000000057e-009	-5.532286e-005
1.726240000000058e-009	-5.439179e-005
1.729240000000058e-009	-5.299273e-005
1.730382857142915e-009	-5.245903e-005
1.731525714285772e-009	-5.192520e-005
1.732668571428630e-009	-5.139125e-005
1.733811428571487e-009	-5.085716e-005
1.734954285714344e-009	-5.032295e-005
1.736097142857201e-009	-4.978861e-005
1.737240000000059e-009	-4.925415e-005
1.739240000000059e-009	-4.831919e-005
1.741240000000059e-009	-4.738462e-005
1.744240000000059e-009	-4.598408e-005
1.745382857142917e-009	-4.545098e-005
1.746525714285774e-009	-4.491838e-005
1.747668571428631e-009	-4.438627e-005
1.748811428571488e-009	-4.385466e-005
1.749954285714346e-009	-4.332353e-005
1.751097142857203e-009	-4.279290e-005
1.752240000000060e-009	-4.226275e-005
1.754240000000060e-009	-4.133678e-005
1.756240000000061e-009	-4.041300e-005
1.759240000000061e-009	-3.903197e-005
1.761097142857204e-009	-3.817970e-005
1.762954285714347e-009	-3.733039e-005
1.764811428571490e-009	-3.648405e-005
1.766668571428633e-009	-3.564066e-005
1.768525714285776e-009	-3.480025e-005
1.770382857142919e-009	-3.396279e-005
1.772240000000062e-009	-3.312830e-005
1.773668571428634e-009	-3.248892e-005
1.775097142857205e-009	-3.185185e-005
1.776525714285777e-009	-3.121710e-005
1.777954285714348e-009	-3.058467e-005
1.779382857142920e-009	-2.995456e-005
1.780811428571492e-009	-2.932677e-005
1.782240000000063e-009	-2.870130e-005
1.784240000000063e-009	-2.783015e-005
1.785240000000063e-009	-2.739650e-005
1.786240000000064e-009	-2.696416e-005
1.788240000000064e-009	-2.610349e-005
1.789954285714350e-009	-2.536990e-005
1.791668571428636e-009	-2.464066e-005
1.793382857142922e-009	-2.391579e-005
1.795097142857207e-009	-2.319529e-005
1.796811428571493e-009	-2.247914e-005
1.798525714285779e-009	-2.176736e-005
1.800240000000065e-009	-2.105995e-005
1.801811428571494e-009	-2.041565e-005
1.803382857142923e-009	-1.977550e-005
1.804954285714351e-009	-1.913950e-005
1.806525714285780e-009	-1.850766e-005
1.808097142857209e-009	-1.787997e-005
1.809668571428637e-009	-1.725643e-005
1.811240000000066e-009	-1.663704e-005
1.816240000000067e-009	-1.469601e-005
1.817382857142924e-009	-1.425867e-005
1.818525714285781e-009	-1.382381e-005
1.819668571428638e-009	-1.339140e-005
1.820811428571496e-009	-1.296145e-005
1.821954285714353e-009	-1.253397e-005
1.823097142857210e-009	-1.210896e-005
1.824240000000067e-009	-1.168640e-005
1.825525714285782e-009	-1.121404e-005
1.826811428571496e-009	-1.074496e-005
1.828097142857211e-009	-1.027916e-005
1.829382857142925e-009	-9.816636e-006
1.830668571428639e-009	-9.357391e-006
1.831954285714354e-009	-8.901425e-006
1.833240000000068e-009	-8.448736e-006
1.834382857142926e-009	-8.049178e-006
1.835525714285783e-009	-7.652317e-006
1.836668571428640e-009	-7.258153e-006
1.837811428571497e-009	-6.866687e-006
1.838954285714355e-009	-6.477919e-006
1.840097142857212e-009	-6.091848e-006
1.841240000000069e-009	-5.708475e-006
1.844240000000069e-009	-4.715278e-006
1.845240000000069e-009	-4.388446e-006
1.846240000000070e-009	-4.063741e-006
1.847240000000070e-009	-3.741173e-006
1.848240000000070e-009	-3.420748e-006
1.849097142857213e-009	-3.147798e-006
1.849954285714356e-009	-2.876442e-006
1.850811428571499e-009	-2.606678e-006
1.851668571428642e-009	-2.338506e-006
1.852525714285784e-009	-2.071927e-006
1.853382857142928e-009	-1.806941e-006
1.854240000000070e-009	-1.543547e-006
1.856240000000071e-009	-9.352309e-007
1.859240000000071e-009	-3.923046e-008
1.862240000000071e-009	8.368909e-007
1.865240000000071e-009	1.693022e-006
1.868240000000071e-009	2.529068e-006
1.869668571428642e-009	2.920116e-006
1.871097142857213e-009	3.306568e-006
1.872525714285784e-009	3.688424e-006
1.873954285714356e-009	4.065683e-006
1.875382857142927e-009	4.438347e-006
1.876811428571498e-009	4.806414e-006
1.878240000000069e-009	5.169886e-006
1.879668571428641e-009	5.528735e-006
1.881097142857212e-009	5.882968e-006
1.882525714285783e-009	6.232584e-006
1.883954285714355e-009	6.577583e-006
1.885382857142926e-009	6.917964e-006
1.886811428571497e-009	7.253729e-006
1.888240000000068e-009	7.584877e-006
1.890240000000068e-009	8.040729e-006
1.892240000000068e-009	8.487539e-006
1.894240000000068e-009	8.925316e-006
1.896240000000068e-009	9.354072e-006
1.899240000000067e-009	9.980317e-006
1.901240000000067e-009	1.038658e-005
1.903240000000067e-009	1.078387e-005
1.904240000000067e-009	1.097917e-005
1.905240000000067e-009	1.117222e-005
1.906240000000066e-009	1.136305e-005
1.907240000000066e-009	1.155165e-005
1.909240000000066e-009	1.192218e-005
1.910525714285780e-009	1.215567e-005
1.911811428571494e-009	1.238552e-005
1.913097142857208e-009	1.261174e-005
1.914382857142923e-009	1.283431e-005
1.915668571428637e-009	1.305326e-005
1.916954285714351e-009	1.326856e-005
1.918240000000065e-009	1.348023e-005
1.920954285714351e-009	1.391503e-005
1.923668571428636e-009	1.433413e-005
1.926382857142922e-009	1.473754e-005
1.929097142857207e-009	1.512525e-005
1.931811428571492e-009	1.549728e-005
1.934525714285778e-009	1.585360e-005
1.937240000000063e-009	1.619423e-005
1.939097142857206e-009	1.641858e-005
1.940954285714349e-009	1.663594e-005
1.942811428571491e-009	1.684630e-005
1.944668571428634e-009	1.704969e-005
1.946525714285776e-009	1.724608e-005
1.948382857142919e-009	1.743548e-005
1.950240000000062e-009	1.761789e-005
1.951811428571490e-009	1.776694e-005
1.953382857142919e-009	1.791121e-005
1.954954285714347e-009	1.805070e-005
1.956525714285775e-009	1.818542e-005
1.958097142857204e-009	1.831537e-005
1.959668571428632e-009	1.844055e-005
1.961240000000061e-009	1.856095e-005
1.962240000000060e-009	1.863517e-005
1.963240000000060e-009	1.870754e-005
1.964240000000060e-009	1.877805e-005
1.965240000000060e-009	1.884670e-005
1.966240000000060e-009	1.891350e-005
1.967240000000060e-009	1.897845e-005
1.968240000000060e-009	1.904153e-005
1.971240000000060e-009	1.921995e-005
1.974240000000059e-009	1.938220e-005
1.977240000000059e-009	1.952853e-005
1.980240000000059e-009	1.965920e-005
1.983240000000058e-009	1.977446e-005
1.986240000000058e-009	1.987460e-005
1.987668571428629e-009	1.991697e-005
1.989097142857200e-009	1.995607e-005
1.990525714285772e-009	1.999190e-005
1.991954285714343e-009	2.002446e-005
1.993382857142914e-009	2.005376e-005
1.994811428571486e-009	2.007979e-005
1.996240000000057e-009	2.010256e-005
1.997954285714343e-009	2.012566e-005
1.999668571428628e-009	2.014439e-005
2.001382857142914e-009	2.015875e-005
2.003097142857199e-009	2.016875e-005
2.004811428571485e-009	2.017438e-005
2.006525714285770e-009	2.017563e-005
2.008240000000056e-009	2.017252e-005
2.009240000000055e-009	2.016885e-005
2.011525714285769e-009	2.015485e-005
2.013811428571484e-009	2.013392e-005
2.016097142857197e-009	2.010607e-005
2.018382857142912e-009	2.007128e-005
2.020668571428626e-009	2.002958e-005
2.022954285714340e-009	1.998094e-005
2.025240000000054e-009	1.992538e-005
2.026954285714339e-009	1.987957e-005
2.028668571428625e-009	1.983030e-005
2.030382857142910e-009	1.977759e-005
2.032097142857196e-009	1.972143e-005
2.033811428571481e-009	1.966182e-005
2.035525714285767e-009	1.959877e-005
2.037240000000052e-009	1.953227e-005
2.039382857142909e-009	1.944448e-005
2.041525714285766e-009	1.935198e-005
2.043668571428623e-009	1.925477e-005
2.045811428571480e-009	1.915285e-005
2.047954285714337e-009	1.904623e-005
2.050097142857194e-009	1.893490e-005
2.052240000000051e-009	1.881886e-005
2.054382857142908e-009	1.869849e-005
2.056525714285765e-009	1.857415e-005
2.058668571428622e-009	1.844585e-005
2.060811428571479e-009	1.831359e-005
2.062954285714336e-009	1.817736e-005
2.065097142857192e-009	1.803717e-005
2.067240000000049e-009	1.789301e-005
2.069382857142906e-009	1.774527e-005
2.071525714285763e-009	1.759429e-005
2.073668571428620e-009	1.744006e-005
2.075811428571477e-009	1.728260e-005
2.077954285714334e-009	1.712190e-005
2.080097142857191e-009	1.695796e-005
2.082240000000048e-009	1.679079e-005
2.084668571428619e-009	1.659777e-005
2.087097142857190e-009	1.640155e-005
2.089525714285761e-009	1.620212e-005
2.091954285714333e-009	1.599949e-005
2.094382857142904e-009	1.579365e-005
2.096811428571475e-009	1.558460e-005
2.099240000000046e-009	1.537235e-005
2.101954285714331e-009	1.513185e-005
2.104668571428617e-009	1.488861e-005
2.107382857142902e-009	1.464263e-005
2.110097142857187e-009	1.439390e-005
2.112811428571473e-009	1.414243e-005
2.115525714285758e-009	1.388822e-005
2.118240000000044e-009	1.363127e-005
2.121668571428615e-009	1.330344e-005
2.125097142857186e-009	1.297343e-005
2.128525714285757e-009	1.264124e-005
2.131954285714328e-009	1.230686e-005
2.135382857142899e-009	1.197031e-005
2.138811428571470e-009	1.163157e-005
2.142240000000041e-009	1.129066e-005
2.144954285714327e-009	1.102029e-005
2.147668571428612e-009	1.074977e-005
2.150382857142898e-009	1.047911e-005
2.153097142857183e-009	1.020829e-005
2.155811428571468e-009	9.937324e-006
2.158525714285754e-009	9.666209e-006
2.161240000000039e-009	9.394946e-006
2.165097142857182e-009	9.009714e-006
2.168954285714324e-009	8.626412e-006
2.172811428571467e-009	8.245040e-006
2.176668571428609e-009	7.865597e-006
2.180525714285751e-009	7.488083e-006
2.184382857142894e-009	7.112499e-006
2.188240000000036e-009	6.738844e-006
2.193525714285750e-009	6.231367e-006
2.198811428571464e-009	5.732042e-006
2.204097142857177e-009	5.240870e-006
2.209382857142891e-009	4.757850e-006
2.214668571428605e-009	4.282982e-006
2.219954285714319e-009	3.816267e-006
2.225240000000032e-009	3.357704e-006
2.230097142857175e-009	2.945915e-006
2.234954285714317e-009	2.543827e-006
2.239811428571459e-009	2.151439e-006
2.244668571428602e-009	1.768751e-006
2.249525714285744e-009	1.395764e-006
2.254382857142887e-009	1.032477e-006
2.259240000000029e-009	6.788910e-007
2.261811428571457e-009	4.962663e-007
2.264382857142885e-009	3.166914e-007
2.266954285714314e-009	1.401664e-007
2.269525714285742e-009	-3.330888e-008
2.272097142857170e-009	-2.037343e-007
2.274668571428598e-009	-3.711099e-007
2.277240000000027e-009	-5.354357e-007
2.280954285714312e-009	-7.672715e-007
2.284668571428597e-009	-9.924820e-007
2.288382857142883e-009	-1.211067e-006
2.292097142857168e-009	-1.423027e-006
2.295811428571453e-009	-1.628361e-006
2.299525714285739e-009	-1.827070e-006
2.303240000000024e-009	-2.019153e-006
2.307525714285738e-009	-2.232356e-006
2.311811428571452e-009	-2.436758e-006
2.316097142857165e-009	-2.632360e-006
2.320382857142879e-009	-2.819161e-006
2.324668571428593e-009	-2.997161e-006
2.328954285714307e-009	-3.166361e-006
2.333240000000021e-009	-3.326759e-006
2.336811428571449e-009	-3.453793e-006
2.340382857142877e-009	-3.575016e-006
2.343954285714306e-009	-3.690428e-006
2.347525714285733e-009	-3.800030e-006
2.351097142857162e-009	-3.903821e-006
2.354668571428590e-009	-4.001802e-006
2.358240000000018e-009	-4.093973e-006
2.363097142857160e-009	-4.210045e-006
2.367954285714303e-009	-4.316429e-006
2.372811428571445e-009	-4.413124e-006
2.377668571428587e-009	-4.500131e-006
2.382525714285730e-009	-4.577449e-006
2.387382857142872e-009	-4.645079e-006
2.392240000000015e-009	-4.703020e-006
2.397668571428585e-009	-4.756928e-006
2.403097142857156e-009	-4.800866e-006
2.408525714285727e-009	-4.834835e-006
2.413954285714298e-009	-4.858834e-006
2.419382857142869e-009	-4.872863e-006
2.424811428571440e-009	-4.876923e-006
2.430240000000010e-009	-4.871014e-006
2.435811428571439e-009	-4.855788e-006
2.441382857142867e-009	-4.832793e-006
2.446954285714295e-009	-4.802029e-006
2.452525714285722e-009	-4.763494e-006
2.458097142857150e-009	-4.717190e-006
2.463668571428578e-009	-4.663115e-006
2.469240000000006e-009	-4.601271e-006
2.475097142857148e-009	-4.529345e-006
2.480954285714291e-009	-4.451986e-006
2.486811428571433e-009	-4.369195e-006
2.492668571428575e-009	-4.280973e-006
2.498525714285717e-009	-4.187319e-006
2.504382857142860e-009	-4.088233e-006
2.510240000000002e-009	-3.983715e-006
2.515954285714287e-009	-3.878158e-006
2.521668571428572e-009	-3.770196e-006
2.527382857142857e-009	-3.659829e-006
2.533097142857142e-009	-3.547056e-006
2.538811428571427e-009	-3.431877e-006
2.544525714285712e-009	-3.314294e-006
2.550239999999998e-009	-3.194305e-006
2.556097142857140e-009	-3.070211e-006
2.561954285714282e-009	-2.945992e-006
2.567811428571424e-009	-2.821648e-006
2.573668571428567e-009	-2.697179e-006
2.579525714285709e-009	-2.572585e-006
2.585382857142851e-009	-2.447867e-006
2.591239999999993e-009	-2.323023e-006
2.596811428571421e-009	-2.205315e-006
2.602382857142849e-009	-2.089101e-006
2.607954285714277e-009	-1.974383e-006
2.613525714285705e-009	-1.861160e-006
2.619097142857133e-009	-1.749432e-006
2.624668571428561e-009	-1.639200e-006
2.630239999999989e-009	-1.530462e-006
2.636097142857131e-009	-1.418545e-006
2.641954285714274e-009	-1.309442e-006
2.647811428571416e-009	-1.203153e-006
2.653668571428558e-009	-1.099679e-006
2.659525714285700e-009	-9.990195e-007
2.665382857142843e-009	-9.011742e-007
2.671239999999985e-009	-8.061434e-007
2.677668571428555e-009	-7.056962e-007
2.684097142857126e-009	-6.093832e-007
2.690525714285697e-009	-5.172044e-007
2.696954285714268e-009	-4.291597e-007
2.703382857142839e-009	-3.452491e-007
2.709811428571409e-009	-2.654727e-007
2.716239999999980e-009	-1.898305e-007
2.721525714285693e-009	-1.309684e-007
2.726811428571407e-009	-7.497085e-008
2.732097142857121e-009	-2.183772e-008
2.737382857142835e-009	2.843095e-008
2.742668571428548e-009	7.583517e-008
2.747954285714262e-009	1.203749e-007
2.753239999999976e-009	1.620502e-007
2.757668571428547e-009	1.947900e-007
2.762097142857118e-009	2.256456e-007
2.766525714285689e-009	2.546169e-007
2.770954285714260e-009	2.817041e-007
2.775382857142831e-009	3.069070e-007
2.779811428571402e-009	3.302258e-007
2.784239999999973e-009	3.516603e-007
2.788954285714258e-009	3.724749e-007
2.793668571428543e-009	3.914009e-007
2.798382857142828e-009	4.084381e-007
2.803097142857113e-009	4.235867e-007
2.807811428571399e-009	4.368466e-007
2.812525714285684e-009	4.482178e-007
2.817239999999969e-009	4.577003e-007
2.827525714285682e-009	4.713399e-007
2.837811428571396e-009	4.785437e-007
2.848097142857109e-009	4.793117e-007
2.858382857142822e-009	4.736438e-007
2.868668571428535e-009	4.615402e-007
2.878954285714248e-009	4.430007e-007
2.889239999999961e-009	4.180255e-007
2.900382857142817e-009	3.857438e-007
2.911525714285673e-009	3.503974e-007
2.922668571428529e-009	3.119862e-007
2.933811428571385e-009	2.705104e-007
2.944954285714241e-009	2.259698e-007
2.956097142857097e-009	1.783645e-007
2.967239999999953e-009	1.276944e-007
2.976525714285666e-009	8.530315e-008
2.985811428571380e-009	4.311881e-008
2.995097142857093e-009	1.141418e-009
3.004382857142806e-009	-4.062903e-008
3.013668571428519e-009	-8.219253e-008
3.022954285714233e-009	-1.235491e-007
3.032239999999946e-009	-1.646987e-007
3.033239999999946e-009	-1.690142e-007
3.038239999999946e-009	-1.904739e-007
3.043239999999945e-009	-2.115660e-007
3.048239999999944e-009	-2.322905e-007
3.053239999999944e-009	-2.526476e-007
3.058239999999943e-009	-2.726370e-007
3.063239999999943e-009	-2.922590e-007
3.068239999999942e-009	-3.115133e-007
3.078525714285655e-009	-3.498127e-007
3.088811428571369e-009	-3.859103e-007
3.099097142857082e-009	-4.198061e-007
3.109382857142795e-009	-4.515001e-007
3.119668571428508e-009	-4.809924e-007
3.129954285714222e-009	-5.082829e-007
3.140239999999935e-009	-5.333717e-007
3.148382857142791e-009	-5.514138e-007
3.156525714285647e-009	-5.680376e-007
3.164668571428503e-009	-5.832432e-007
3.172811428571360e-009	-5.970304e-007
3.180954285714216e-009	-6.093993e-007
3.189097142857072e-009	-6.203499e-007
3.197239999999929e-009	-6.298823e-007
3.204668571428499e-009	-6.373924e-007
3.212097142857070e-009	-6.439216e-007
3.219525714285640e-009	-6.494699e-007
3.226954285714211e-009	-6.540371e-007
3.234382857142782e-009	-6.576234e-007
3.241811428571352e-009	-6.602288e-007
3.249239999999923e-009	-6.618531e-007
3.265097142857064e-009	-6.616924e-007
3.280954285714205e-009	-6.591392e-007
3.296811428571347e-009	-6.541934e-007
3.312668571428488e-009	-6.468552e-007
3.328525714285629e-009	-6.371244e-007
3.344382857142770e-009	-6.250011e-007
3.360239999999911e-009	-6.104852e-007
3.370811428571339e-009	-6.006969e-007
3.381382857142766e-009	-5.908022e-007
3.391954285714194e-009	-5.808012e-007
3.402525714285621e-009	-5.706939e-007
3.413097142857048e-009	-5.604804e-007
3.423668571428476e-009	-5.501605e-007
3.434239999999903e-009	-5.397344e-007
3.437382857142760e-009	-5.367245e-007
3.440525714285617e-009	-5.337354e-007
3.443668571428474e-009	-5.307671e-007
3.446811428571330e-009	-5.278196e-007
3.449954285714187e-009	-5.248929e-007
3.453097142857044e-009	-5.219870e-007
3.456239999999901e-009	-5.191019e-007
3.463382857142757e-009	-5.126219e-007
3.470525714285613e-009	-5.063231e-007
3.477668571428470e-009	-5.002054e-007
3.484811428571326e-009	-4.942689e-007
3.491954285714183e-009	-4.885135e-007
3.499097142857039e-009	-4.829393e-007
3.506239999999895e-009	-4.775462e-007
3.508811428571324e-009	-4.756665e-007
3.511382857142752e-009	-4.738158e-007
3.513954285714181e-009	-4.719941e-007
3.516525714285609e-009	-4.702015e-007
3.519097142857037e-009	-4.684378e-007
3.521668571428465e-009	-4.667032e-007
3.524239999999894e-009	-4.649976e-007
3.527382857142750e-009	-4.629536e-007
3.530525714285607e-009	-4.609554e-007
3.533668571428464e-009	-4.590030e-007
3.536811428571321e-009	-4.570965e-007
3.539954285714178e-009	-4.552358e-007
3.543097142857034e-009	-4.534209e-007
3.546239999999891e-009	-4.516518e-007
3.553239999999890e-009	-4.478819e-007
3.560239999999890e-009	-4.443414e-007
3.567239999999889e-009	-4.410303e-007
3.574239999999888e-009	-4.379486e-007
3.581239999999887e-009	-4.350962e-007
3.588239999999887e-009	-4.324732e-007
3.595239999999886e-009	-4.300796e-007
3.603668571428456e-009	-4.275087e-007
3.612097142857027e-009	-4.252288e-007
3.620525714285597e-009	-4.232398e-007
3.628954285714168e-009	-4.215417e-007
3.637382857142739e-009	-4.201347e-007
3.645811428571309e-009	-4.190186e-007
3.654239999999880e-009	-4.181935e-007
3.659954285714165e-009	-4.177717e-007
3.665668571428450e-009	-4.174522e-007
3.671382857142735e-009	-4.172349e-007
3.677097142857020e-009	-4.171199e-007
3.682811428571305e-009	-4.171071e-007
3.688525714285590e-009	-4.171965e-007
3.694239999999875e-009	-4.173881e-007
3.699668571428447e-009	-4.176505e-007
3.705097142857018e-009	-4.179792e-007
3.710525714285589e-009	-4.183744e-007
3.715954285714160e-009	-4.188359e-007
3.721382857142731e-009	-4.193637e-007
3.726811428571303e-009	-4.199579e-007
3.732239999999874e-009	-4.206185e-007
3.737382857142732e-009	-4.212922e-007
3.742525714285591e-009	-4.220037e-007
3.747668571428450e-009	-4.227531e-007
3.752811428571309e-009	-4.235404e-007
3.757954285714167e-009	-4.243655e-007
3.763097142857027e-009	-4.252286e-007
3.768239999999885e-009	-4.261295e-007
3.772382857142743e-009	-4.268733e-007
3.776525714285602e-009	-4.276302e-007
3.780668571428460e-009	-4.284000e-007
3.784811428571319e-009	-4.291829e-007
3.788954285714177e-009	-4.299787e-007
3.793097142857036e-009	-4.307875e-007
3.797239999999894e-009	-4.316093e-007
3.801382857142752e-009	-4.324394e-007
3.805525714285611e-009	-4.332739e-007
3.809668571428469e-009	-4.341128e-007
3.813811428571328e-009	-4.349562e-007
3.817954285714186e-009	-4.358040e-007
3.822097142857045e-009	-4.366562e-007
3.826239999999903e-009	-4.375129e-007
3.834668571428476e-009	-4.392669e-007
3.843097142857051e-009	-4.409957e-007
3.851525714285625e-009	-4.426995e-007
3.859954285714199e-009	-4.443781e-007
3.868382857142772e-009	-4.460317e-007
3.876811428571347e-009	-4.476601e-007
3.885239999999921e-009	-4.492634e-007
3.896811428571353e-009	-4.513824e-007
3.908382857142785e-009	-4.533818e-007
3.919954285714217e-009	-4.552616e-007
3.931525714285649e-009	-4.570218e-007
3.943097142857082e-009	-4.586625e-007
3.954668571428513e-009	-4.601835e-007
3.966239999999946e-009	-4.615850e-007
3.972668571428519e-009	-4.622964e-007
3.979097142857093e-009	-4.629665e-007
3.985525714285666e-009	-4.635952e-007
3.991954285714239e-009	-4.641825e-007
3.998382857142812e-009	-4.647284e-007
4.004811428571386e-009	-4.652330e-007
4.011239999999959e-009	-4.656962e-007
4.016097142857104e-009	-4.660192e-007
4.020954285714248e-009	-4.663206e-007
4.025811428571393e-009	-4.666001e-007
4.030668571428537e-009	-4.668580e-007
4.035525714285681e-009	-4.670942e-007
4.040382857142825e-009	-4.673086e-007
4.045239999999970e-009	-4.675013e-007
4.057239999999974e-009	-4.678914e-007
4.062097142857118e-009	-4.680135e-007
4.066954285714262e-009	-4.681179e-007
4.071811428571407e-009	-4.682046e-007
4.076668571428551e-009	-4.682736e-007
4.081525714285695e-009	-4.683249e-007
4.086382857142839e-009	-4.683585e-007
4.091239999999984e-009	-4.683744e-007
4.099811428571415e-009	-4.683577e-007
4.108382857142846e-009	-4.683021e-007
4.116954285714277e-009	-4.682076e-007
4.125525714285709e-009	-4.680741e-007
4.134097142857140e-009	-4.679018e-007
4.142668571428571e-009	-4.676905e-007
4.151240000000002e-009	-4.674403e-007
4.159954285714291e-009	-4.671571e-007
4.168668571428579e-009	-4.668552e-007
4.177382857142867e-009	-4.665347e-007
4.186097142857156e-009	-4.661955e-007
4.194811428571445e-009	-4.658376e-007
4.203525714285733e-009	-4.654611e-007
4.212240000000021e-009	-4.650659e-007
4.241382857142887e-009	-4.635991e-007
4.270525714285753e-009	-4.622480e-007
4.299668571428619e-009	-4.610126e-007
4.328811428571486e-009	-4.598930e-007
4.357954285714351e-009	-4.588890e-007
4.387097142857218e-009	-4.580008e-007
4.416240000000084e-009	-4.572283e-007
4.448811428571522e-009	-4.567492e-007
4.481382857142960e-009	-4.563994e-007
4.513954285714399e-009	-4.561788e-007
4.546525714285838e-009	-4.560875e-007
4.579097142857277e-009	-4.561255e-007
4.611668571428715e-009	-4.562927e-007
4.644240000000154e-009	-4.565892e-007
4.697525714285884e-009	-4.569866e-007
4.750811428571615e-009	-4.572804e-007
4.804097142857346e-009	-4.574704e-007
4.857382857143076e-009	-4.575567e-007
4.910668571428806e-009	-4.575393e-007
4.963954285714537e-009	-4.574182e-007
5.017240000000268e-009	-4.571934e-007
5.021382857143126e-009	-4.571762e-007
5.025525714285985e-009	-4.571588e-007
5.029668571428843e-009	-4.571414e-007
5.033811428571702e-009	-4.571237e-007
5.037954285714560e-009	-4.571059e-007
5.042097142857419e-009	-4.570880e-007
5.046240000000277e-009	-4.570699e-007
5.050240000000278e-009	-4.570517e-007
5.054240000000279e-009	-4.570334e-007
5.058240000000281e-009	-4.570151e-007
5.062240000000282e-009	-4.569968e-007
5.066240000000283e-009	-4.569785e-007
5.070240000000284e-009	-4.569601e-007
5.074240000000285e-009	-4.569417e-007
5.081240000000288e-009	-4.569105e-007
5.083097142857431e-009	-4.569020e-007
5.084954285714574e-009	-4.568935e-007
5.086811428571718e-009	-4.568851e-007
5.088668571428861e-009	-4.568767e-007
5.090525714286005e-009	-4.568684e-007
5.092382857143148e-009	-4.568601e-007
5.094240000000292e-009	-4.568518e-007
5.098668571428864e-009	-4.568322e-007
5.103097142857438e-009	-4.568126e-007
5.107525714286010e-009	-4.567931e-007
5.111954285714583e-009	-4.567736e-007
5.116382857143155e-009	-4.567541e-007
5.120811428571729e-009	-4.567346e-007
5.125240000000301e-009	-4.567152e-007
5.130097142857446e-009	-4.566935e-007
5.134954285714590e-009	-4.566720e-007
5.139811428571734e-009	-4.566508e-007
5.144668571428878e-009	-4.566297e-007
5.149525714286023e-009	-4.566089e-007
5.154382857143167e-009	-4.565883e-007
5.159240000000312e-009	-4.565679e-007
5.164525714286028e-009	-4.565460e-007
5.169811428571744e-009	-4.565243e-007
5.175097142857460e-009	-4.565027e-007
5.180382857143175e-009	-4.564814e-007
5.185668571428891e-009	-4.564602e-007
5.190954285714607e-009	-4.564392e-007
5.196240000000323e-009	-4.564184e-007
5.202097142857468e-009	-4.563958e-007
5.207954285714612e-009	-4.563735e-007
5.213811428571757e-009	-4.563516e-007
5.219668571428901e-009	-4.563301e-007
5.225525714286046e-009	-4.563090e-007
5.231382857143190e-009	-4.562882e-007
5.237240000000335e-009	-4.562679e-007
5.243525714286052e-009	-4.562462e-007
5.249811428571768e-009	-4.562248e-007
5.256097142857484e-009	-4.562038e-007
5.262382857143200e-009	-4.561831e-007
5.268668571428916e-009	-4.561627e-007
5.274954285714633e-009	-4.561427e-007
5.281240000000349e-009	-4.561230e-007
5.285954285714636e-009	-4.561091e-007
5.290668571428923e-009	-4.560952e-007
5.295382857143210e-009	-4.560815e-007
5.300097142857498e-009	-4.560679e-007
5.304811428571785e-009	-4.560544e-007
5.309525714286072e-009	-4.560410e-007
5.314240000000359e-009	-4.560277e-007
5.319382857143217e-009	-4.560134e-007
5.324525714286077e-009	-4.559993e-007
5.329668571428935e-009	-4.559854e-007
5.334811428571794e-009	-4.559717e-007
5.339954285714653e-009	-4.559582e-007
5.345097142857512e-009	-4.559449e-007
5.350240000000370e-009	-4.559318e-007
5.358668571428944e-009	-4.559112e-007
5.367097142857519e-009	-4.558909e-007
5.375525714286092e-009	-4.558710e-007
5.383954285714666e-009	-4.558513e-007
5.392382857143240e-009	-4.558319e-007
5.400811428571814e-009	-4.558129e-007
5.409240000000388e-009	-4.557941e-007
5.415668571428961e-009	-4.557799e-007
5.422097142857535e-009	-4.557658e-007
5.428525714286109e-009	-4.557517e-007
5.434954285714682e-009	-4.557378e-007
5.441382857143255e-009	-4.557240e-007
5.447811428571829e-009	-4.557104e-007
5.454240000000402e-009	-4.556968e-007
